"","ID","UF","Altitude (m)","HemipenisMedido","Especie_Welington","Hemipenis_Evertido","No_LACV","Average coverage across loci","Loci passing coverage threshold","FabDocCh4AP","Colecao","FabDocCh2","FabMestrado","Localidade","Latitude","Longitude","gymno_clades","Especie_Fabricius","Cytb Haplotype"," Genbank accession number cytb/ KIF24"
"488","28253",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"489","28243",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"490","28287",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"491","28282",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"492","28275",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"493","28204",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"494","28272",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"495","28268",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"496","28213",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"497","28302",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"498","28274",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"499","28245",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"500","28210",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"501","28255",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"502","28286",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"503","28266",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"504","28254",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"505","28256",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"506","28269",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"507","28270",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"508","28264",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"509","28265",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"510","28292",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"511","28226",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"512","28208",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"513","28234",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"514","28309",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"515","28310",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"516","28308",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"517","28303",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"518","28206",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"519","28248",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"520","28262",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"521","28238",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"522","28273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"523","28240",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"524","28228",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"525","28261",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"526","28236",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"527","28305",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"528","28239",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"529","28252",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"530","28293",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"531","28291",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"532","28263",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"533","28271",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"534","28304",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"535","28307",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"536","28289",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"537","40976",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"538","41014",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"539","41020",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"540","40969",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"541","41088",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"542","41079",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"543","41082",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"544","41006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"545","41068",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"546","40980",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"547","41002",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"548","41049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"549","40973",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"550","41021",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"551","41080",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"552","40979",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"553","41060",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"554","40968",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"555","41071",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"556","41069",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"557","41038",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"558","40989",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"559","40985",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"560","40965",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"561","41056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"562","41077",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"563","41013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"564","41070",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"565","41086",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"566","40992",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"567","41064",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"568","41068",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"569","40974",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"570","41061",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"571","41045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"572","41027",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"573","41075",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"574","41073",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"575","41046",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"576","41035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"577","41089",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"578","41087",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"579","41005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"580","41031",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"581","40986",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"582","41067",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"583","41033",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"584","41050",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"585","40978",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"586","41004",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"587","41051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"588","40988",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"589","41042",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"590","41011",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"591","41062",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"592","41030",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"593","41055",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"594","41039",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"595","41000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"596","41081",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"597","41037",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"598","41028",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"599","41076",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"600","41091",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"601","40964",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"602","40984",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"603","40998",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"604","14150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"605","14148",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"606","14149",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Mateiros","-10.70224","-46.41278",10,"G. amarali",NA,NA
"607","3108",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"608","3054",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"609","3064",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"610","3101",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"611","3056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"612","3122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"613","3092",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"614","3121",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"615","8035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"616","3028",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"617","3041",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"618","8001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"619","3037",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"620","3080",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"621","3070",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"622","3010",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"623","3076",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"624","3055",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"625","3051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"626","3035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"627","3021",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"628","3120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"629","3087",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"630","3126",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"631","3025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"632","3045",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"633","3044",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"634","3022",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"635","3117",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"636","3124",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"637","3065",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"638","3030",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"639","3031",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"640","3103",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"641","3097",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"642","3067",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"643","3017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"644","3018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"645","3079",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"646","3102",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"647","3019",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"648","3093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"649","3026",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"650","3089",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"651","3115",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"652","3011",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"653","3111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"654","8005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"655","3083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"656","3118",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"657","3106",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
"658","8002",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Minacu","-13.49575","-48.3974",2,"G. amarali",NA,NA
